"Study_ID","AUC","Permutation","DEBIAS"
13695,0.567361111111111,1,0
13695,0.541666666666667,1,0
13695,0.640972222222222,1,0
13695,0.529166666666667,1,0
13695,0.559722222222222,1,0
13695,0.502777777777778,1,0
13695,0.557638888888889,1,0
13695,0.568055555555556,1,0
13695,0.581944444444444,1,0
13695,0.561805555555556,1,0
13695,0.567361111111111,1,0
13695,0.593055555555556,1,0
13695,0.559722222222222,1,0
13695,0.576388888888889,1,0
13695,0.573611111111111,1,0
13695,0.515972222222222,1,0
13695,0.51875,1,0
13695,0.573611111111111,1,0
13695,0.555555555555556,1,0
13695,0.514583333333333,1,0
14669,0.578947368421053,0,0
14669,0.603383458646617,1,0
14669,0.524436090225564,1,0
14669,0.652255639097744,1,0
14669,0.62218045112782,1,0
14669,0.578947368421053,1,0
14669,0.569548872180451,1,0
14669,0.618421052631579,1,0
14669,0.513157894736842,1,0
14669,0.417293233082707,1,0
14669,0.703007518796993,1,0
14669,0.507518796992481,1,0
14669,0.505639097744361,1,0
14669,0.541353383458647,1,0
14669,0.537593984962406,1,0
14669,0.665413533834586,1,0
14669,0.5,1,0
14669,0.56390977443609,1,0
14669,0.618421052631579,1,0
14669,0.56390977443609,1,0
14669,0.584586466165414,1,0
14669,0.558270676691729,1,0
14669,0.590225563909774,1,0
14669,0.669172932330827,1,0
14669,0.526315789473684,1,0
14669,0.458646616541353,1,0
14669,0.609022556390977,1,0
14669,0.671052631578947,1,0
14669,0.607142857142857,1,0
14669,0.652255639097744,1,0
14669,0.539473684210526,1,0
14669,0.524436090225564,1,0
14669,0.565789473684211,1,0
14669,0.545112781954887,1,0
14669,0.511278195488722,1,0
14669,0.573308270676692,1,0
14669,0.522556390977444,1,0
14669,0.468045112781955,1,0
14669,0.590225563909774,1,0
14669,0.531954887218045,1,0
14669,0.588345864661654,1,0
14669,0.586466165413534,1,0
14669,0.526315789473684,1,0
14669,0.639097744360902,1,0
14669,0.712406015037594,1,0
14669,0.477443609022556,1,0
14669,0.554511278195489,1,0
14669,0.620300751879699,1,0
14669,0.755639097744361,1,0
14669,0.62218045112782,1,0
14669,0.597744360902256,1,0
14669,0.50187969924812,1,0
14669,0.62593984962406,1,0
14669,0.592105263157895,1,0
14669,0.588345864661654,1,0
14669,0.610902255639098,1,0
14669,0.612781954887218,1,0
14669,0.599624060150376,1,0
14669,0.62406015037594,1,0
14669,0.68796992481203,1,0
14669,0.597744360902256,1,0
14669,0.509398496240602,1,0
14669,0.62218045112782,1,0
14669,0.62593984962406,1,0
14669,0.618421052631579,1,0
14669,0.577067669172932,1,0
14669,0.573308270676692,1,0
14669,0.607142857142857,1,0
14669,0.663533834586466,1,0
14669,0.593984962406015,1,0
14669,0.595864661654135,1,0
14669,0.528195488721805,1,0
14669,0.543233082706767,1,0
14669,0.526315789473684,1,0
14669,0.488721804511278,1,0
14669,0.56390977443609,1,0
14669,0.597744360902256,1,0
14669,0.68609022556391,1,0
14669,0.511278195488722,1,0
14669,0.62218045112782,1,0
14669,0.605263157894737,1,0
14669,0.629699248120301,1,0
14669,0.56015037593985,1,0
14669,0.740601503759398,1,0
14669,0.599624060150376,1,0
14669,0.526315789473684,1,0
14669,0.68796992481203,1,0
14669,0.533834586466165,1,0
14669,0.520676691729323,1,0
14669,0.590225563909774,1,0
14669,0.520676691729323,1,0
14669,0.531954887218045,1,0
14669,0.483082706766917,1,0
14669,0.586466165413534,1,0
14669,0.56390977443609,1,0
14669,0.494360902255639,1,0
14669,0.665413533834586,1,0
14669,0.578947368421053,1,0
14669,0.663533834586466,1,0
14669,0.556390977443609,1,0
14669,0.558270676691729,1,0
14130,0.891666666666667,0,0
14130,0.597916666666667,1,0
14130,0.602083333333333,1,0
14130,0.514583333333333,1,0
14130,0.466666666666667,1,0
14130,0.495833333333333,1,0
14130,0.679166666666667,1,0
14130,0.547916666666667,1,0
14130,0.460416666666667,1,0
14130,0.579166666666667,1,0
14130,0.516666666666667,1,0
14130,0.608333333333333,1,0
14130,0.533333333333333,1,0
14130,0.689583333333333,1,0
14130,0.48125,1,0
14130,0.560416666666667,1,0
14130,0.566666666666667,1,0
14130,0.6,1,0
14130,0.525,1,0
14130,0.689583333333333,1,0
14130,0.697916666666667,1,0
14130,0.833333333333333,1,0
14130,0.502083333333333,1,0
14130,0.55,1,0
14130,0.4625,1,0
14130,0.772916666666667,1,0
14130,0.491666666666667,1,0
14130,0.416666666666667,1,0
14130,0.539583333333333,1,0
14130,0.597916666666667,1,0
14130,0.752083333333333,1,0
14130,0.595833333333333,1,0
14130,0.654166666666667,1,0
14130,0.554166666666667,1,0
14130,0.63125,1,0
14130,0.616666666666667,1,0
14130,0.552083333333333,1,0
14130,0.5375,1,0
14130,0.614583333333333,1,0
14130,0.477083333333333,1,0
14130,0.577083333333333,1,0
14130,0.45625,1,0
14130,0.539583333333333,1,0
14130,0.570833333333333,1,0
14130,0.495833333333333,1,0
14130,0.647916666666667,1,0
14130,0.747916666666667,1,0
14130,0.504166666666667,1,0
14130,0.627083333333333,1,0
14130,0.577083333333333,1,0
14130,0.697916666666667,1,0
14130,0.6125,1,0
14130,0.583333333333333,1,0
14130,0.552083333333333,1,0
14130,0.589583333333333,1,0
14130,0.554166666666667,1,0
14130,0.545833333333333,1,0
14130,0.6125,1,0
14130,0.483333333333333,1,0
14130,0.670833333333333,1,0
14130,0.545833333333333,1,0
14130,0.610416666666667,1,0
14130,0.725,1,0
14130,0.564583333333333,1,0
14130,0.672916666666667,1,0
14130,0.45625,1,0
14130,0.560416666666667,1,0
14130,0.539583333333333,1,0
14130,0.545833333333333,1,0
14130,0.747916666666667,1,0
14130,0.514583333333333,1,0
14130,0.6875,1,0
14130,0.51875,1,0
14130,0.504166666666667,1,0
14130,0.608333333333333,1,0
14130,0.645833333333333,1,0
14130,0.589583333333333,1,0
14130,0.479166666666667,1,0
14130,0.579166666666667,1,0
14130,0.560416666666667,1,0
14130,0.491666666666667,1,0
14130,0.6625,1,0
14130,0.689583333333333,1,0
14130,0.529166666666667,1,0
14130,0.54375,1,0
14130,0.56875,1,0
14130,0.508333333333333,1,0
14130,0.570833333333333,1,0
14130,0.579166666666667,1,0
14130,0.49375,1,0
14130,0.670833333333333,1,0
14130,0.470833333333333,1,0
14130,0.65625,1,0
14130,0.527083333333333,1,0
14130,0.65,1,0
14130,0.583333333333333,1,0
14130,0.614583333333333,1,0
14130,0.6625,1,0
14130,0.43125,1,0
14130,0.458333333333333,1,0
14130,0.577083333333333,1,0
